note_id,student_id,term_id,intervention_type,note_date
2193,2432,1,financial_aid_check,2024-10-15
2194,2433,1,tutoring,2025-09-03
2195,2435,1,advising_meeting,2024-11-20
2196,2435,1,counseling,2025-05-13
2197,2435,1,counseling,2024-10-24
2198,2439,1,call,2025-10-17
2199,2439,1,call,2025-01-16
2200,2439,1,counseling,2024-03-03
2201,2440,1,call,2024-04-21
2202,2440,1,financial_aid_check,2024-09-28
2203,2442,1,call,2025-07-04
2204,2442,1,counseling,2024-11-28
2205,2444,1,financial_aid_check,2024-09-04
2206,2444,1,financial_aid_check,2024-06-23
2207,2447,1,email,2024-03-07
2208,2448,1,financial_aid_check,2024-01-14
2209,2448,1,financial_aid_check,2025-03-31
2210,2448,1,tutoring,2025-07-10
2211,2449,1,email,2024-02-12
2212,2449,1,email,2024-07-06
2213,2449,1,counseling,2025-06-12
2214,2451,1,financial_aid_check,2024-07-11
2215,2451,1,call,2023-12-15
2216,2455,1,counseling,2024-03-03
2217,2455,1,counseling,2024-09-08
2218,2455,1,email,2024-06-05
2219,2457,1,email,2025-06-18
2220,2457,1,call,2024-12-19
2221,2458,1,tutoring,2024-09-21
2222,2458,1,tutoring,2024-08-05
2223,2458,1,tutoring,2024-10-01
2224,2460,1,tutoring,2024-02-10
2225,2460,1,advising_meeting,2024-08-04
2226,2462,1,advising_meeting,2024-03-25
2227,2462,1,advising_meeting,2024-12-31
2228,2462,1,call,2024-09-27
2229,2465,1,call,2024-06-22
2230,2465,1,financial_aid_check,2025-03-18
2231,2465,1,financial_aid_check,2025-03-25
2232,2467,1,tutoring,2025-06-08
2233,2467,1,financial_aid_check,2023-12-30
2234,2471,1,financial_aid_check,2024-04-26
2235,2471,1,email,2024-02-25
2236,2474,1,counseling,2024-07-13
2237,2474,1,financial_aid_check,2024-01-20
2238,2474,1,tutoring,2023-11-10
2239,2475,1,advising_meeting,2025-03-05
2240,2475,1,call,2024-09-16
2241,2477,1,email,2025-08-13
2242,2477,1,financial_aid_check,2024-09-25
2243,2477,1,advising_meeting,2023-12-26
2244,2478,1,tutoring,2025-10-12
2245,2478,1,counseling,2024-08-09
2246,2478,1,email,2024-07-03
2247,2481,1,tutoring,2025-06-02
2248,2484,1,financial_aid_check,2024-03-25
2249,2484,1,email,2024-06-21
2250,2486,1,counseling,2025-09-16
2251,2486,1,tutoring,2025-05-08
2252,2488,1,financial_aid_check,2024-08-03
2253,2488,1,financial_aid_check,2025-02-20
2254,2494,1,financial_aid_check,2025-04-26
2255,2494,1,counseling,2024-09-26
2256,2495,1,advising_meeting,2024-04-18
2257,2495,1,tutoring,2025-08-22
2258,2497,1,advising_meeting,2023-12-10
2259,2501,1,tutoring,2025-05-04
2260,2501,1,tutoring,2024-08-10
2261,2501,1,counseling,2024-02-23
2262,2502,1,tutoring,2024-09-04
2263,2502,1,financial_aid_check,2023-12-09
2264,2502,1,email,2024-03-13
2265,2507,1,tutoring,2024-07-25
2266,2507,1,advising_meeting,2024-05-12
2267,2507,1,tutoring,2025-03-31
2268,2508,1,call,2025-01-18
2269,2508,1,advising_meeting,2023-12-04
2270,2509,1,advising_meeting,2023-11-09
2271,2509,1,financial_aid_check,2023-11-20
2272,2510,1,financial_aid_check,2024-11-12
2273,2510,1,tutoring,2024-09-08
2274,2513,1,financial_aid_check,2024-01-15
2275,2513,1,financial_aid_check,2024-01-01
2276,2516,1,counseling,2024-03-13
2277,2516,1,counseling,2023-12-17
2278,2517,1,financial_aid_check,2025-10-22
2279,2517,1,advising_meeting,2024-08-18
2280,2518,1,email,2025-09-19
2281,2518,1,advising_meeting,2023-11-13
2282,2518,1,call,2025-01-23
2283,2521,1,email,2024-05-22
2284,2521,1,email,2024-07-29
2285,2521,1,call,2024-10-11
2286,2522,1,tutoring,2025-03-30
2287,2522,1,email,2024-04-22
2288,2522,1,email,2024-10-03
2289,2526,1,counseling,2024-01-17
2290,2526,1,financial_aid_check,2025-07-19
2291,2527,1,call,2024-05-31
2292,2527,1,counseling,2025-10-16
2293,2527,1,financial_aid_check,2025-02-13
2294,2528,1,email,2025-03-23
2295,2528,1,tutoring,2025-07-13
2296,2528,1,tutoring,2024-02-26
2297,2529,1,financial_aid_check,2025-09-30
2298,2533,1,email,2025-05-08
2299,2533,1,counseling,2023-12-20
2300,2534,1,call,2024-03-27
2301,2534,1,counseling,2025-09-17
2302,2535,1,tutoring,2025-04-20
2303,2535,1,financial_aid_check,2024-05-22
2304,2535,1,counseling,2024-12-04
2305,2537,1,financial_aid_check,2025-07-30
2306,2537,1,advising_meeting,2025-02-11
2307,2537,1,advising_meeting,2024-02-03
2308,2540,1,financial_aid_check,2025-07-17
2309,2543,1,email,2025-07-17
2310,2543,1,financial_aid_check,2024-03-16
2311,2543,1,call,2024-04-28
2312,2545,1,email,2025-10-15
2313,2545,1,tutoring,2025-06-01
2314,2546,1,advising_meeting,2024-12-23
2315,2546,1,advising_meeting,2023-12-09
2316,2548,1,counseling,2025-10-07
2317,2550,1,counseling,2024-08-13
2318,2553,1,advising_meeting,2025-08-26
2319,2553,1,tutoring,2024-12-04
2320,2555,1,counseling,2024-09-18
2321,2555,1,advising_meeting,2024-01-28
2322,2557,1,email,2025-05-05
2323,2557,1,financial_aid_check,2025-08-23
2324,2559,1,tutoring,2025-05-27
2325,2559,1,financial_aid_check,2025-08-24
2326,2559,1,advising_meeting,2025-08-13
2327,2560,1,tutoring,2025-07-04
2328,2563,1,advising_meeting,2024-09-09
2329,2563,1,counseling,2025-03-29
2330,2565,1,tutoring,2024-09-05
2331,2572,1,financial_aid_check,2024-04-04
2332,2572,1,financial_aid_check,2023-12-17
2333,2572,1,counseling,2023-12-03
2334,2573,1,call,2024-08-28
2335,2573,1,call,2024-01-14
2336,2573,1,advising_meeting,2024-11-18
2337,2575,1,email,2025-04-15
2338,2575,1,advising_meeting,2024-05-27
2339,2576,1,call,2024-01-14
2340,2576,1,call,2024-03-05
2341,2577,1,email,2025-04-16
2342,2586,1,call,2023-12-14
2343,2587,1,counseling,2024-04-14
2344,2587,1,financial_aid_check,2025-02-04
2345,2588,1,call,2024-09-25
2346,2591,1,call,2024-05-11
2347,2593,1,call,2024-10-22
2348,2596,1,advising_meeting,2024-06-24
2349,2596,1,counseling,2024-11-30
2350,2600,1,call,2025-06-30
2351,2600,1,financial_aid_check,2024-02-05
2352,2602,1,advising_meeting,2025-07-25
2353,2602,1,email,2024-03-11
2354,2603,1,counseling,2023-11-13
2355,2603,1,email,2025-02-03
2356,2605,1,advising_meeting,2025-03-25
2357,2605,1,email,2024-02-21
2358,2605,1,counseling,2025-01-21
2359,2609,1,tutoring,2024-03-01
2360,2609,1,advising_meeting,2025-09-03
2361,2609,1,counseling,2025-04-08
2362,2613,1,call,2024-10-29
2363,2613,1,counseling,2024-01-22
2364,2614,1,financial_aid_check,2025-01-29
2365,2614,1,call,2024-06-25
2366,2614,1,call,2024-03-01
2367,2617,1,call,2024-02-07
2368,2617,1,tutoring,2025-08-29
2369,2620,1,call,2025-06-18
2370,2620,1,counseling,2025-09-15
2371,2621,1,counseling,2024-02-07
2372,2622,1,tutoring,2025-03-07
2373,2622,1,tutoring,2024-09-01
2374,2623,1,counseling,2024-04-06
2375,2623,1,counseling,2023-12-03
2376,2625,1,call,2024-03-27
2377,2627,1,email,2024-09-16
2378,2627,1,call,2023-12-26
2379,2628,1,tutoring,2024-05-31
2380,2628,1,financial_aid_check,2024-07-05
2381,2628,1,call,2024-11-08
2382,2629,1,email,2025-11-01
2383,2629,1,call,2024-01-31
2384,2629,1,tutoring,2025-07-02
2385,2630,1,counseling,2024-08-23
2386,2630,1,counseling,2025-09-22
2387,2630,1,advising_meeting,2025-02-02
2388,2631,1,tutoring,2023-12-20
2389,2631,1,tutoring,2025-10-29
2390,2635,1,counseling,2025-09-12
2391,2635,1,call,2025-10-15
2392,2636,1,email,2025-02-20
2393,2636,1,advising_meeting,2024-12-28
2394,2636,1,call,2025-02-14
2395,2640,1,tutoring,2025-04-06
2396,2640,1,call,2024-08-13
2397,2641,1,counseling,2024-03-03
2398,2641,1,counseling,2024-05-04
2399,2641,1,financial_aid_check,2025-09-23
2400,2642,1,counseling,2025-08-15
2401,2642,1,call,2023-11-19
2402,2644,1,email,2025-10-26
2403,2644,1,financial_aid_check,2025-06-05
2404,2645,1,counseling,2025-04-14
2405,2645,1,financial_aid_check,2024-05-28
2406,2645,1,counseling,2025-07-21
2407,2650,1,advising_meeting,2025-09-24
2408,2650,1,tutoring,2024-03-11
2409,2651,1,advising_meeting,2024-09-29
2410,2655,1,tutoring,2025-04-20
2411,2655,1,call,2025-09-21
2412,2658,1,tutoring,2025-09-13
2413,2658,1,email,2025-04-17
2414,2658,1,tutoring,2024-03-14
2415,2659,1,tutoring,2024-05-24
2416,2659,1,email,2024-07-12
2417,2663,1,tutoring,2025-09-03
2418,2663,1,tutoring,2024-10-26
2419,2665,1,counseling,2024-12-21
2420,2665,1,email,2025-06-18
2421,2666,1,advising_meeting,2025-10-25
2422,2666,1,financial_aid_check,2023-11-05
2423,2666,1,financial_aid_check,2024-10-09
2424,2668,1,tutoring,2023-12-02
2425,2668,1,tutoring,2024-07-03
2426,2669,1,call,2023-12-03
2427,2669,1,call,2024-05-15
2428,2670,1,tutoring,2025-08-09
2429,2670,1,counseling,2024-08-03
2430,2671,1,financial_aid_check,2024-12-13
2431,2675,1,call,2024-09-03
2432,2675,1,email,2024-07-05
2433,2676,1,advising_meeting,2024-02-10
2434,2676,1,counseling,2024-08-28
2435,2676,1,counseling,2024-06-20
2436,2679,1,call,2024-08-09
2437,2681,1,counseling,2024-08-30
2438,2681,1,call,2024-05-02
2439,2681,1,financial_aid_check,2025-04-19
2440,2689,1,counseling,2025-06-02
2441,2690,1,tutoring,2025-06-05
2442,2691,1,financial_aid_check,2024-09-06
2443,2691,1,counseling,2025-04-01
2444,2691,1,financial_aid_check,2024-03-08
2445,2698,1,advising_meeting,2025-08-15
2446,2698,1,call,2024-10-14
2447,2702,1,financial_aid_check,2024-09-09
2448,2702,1,advising_meeting,2024-05-14
2449,2702,1,counseling,2025-06-11
2450,2705,1,advising_meeting,2025-02-28
2451,2705,1,financial_aid_check,2025-10-25
2452,2705,1,email,2024-09-24
2453,2708,1,advising_meeting,2024-02-23
2454,2710,1,counseling,2023-12-09
2455,2710,1,advising_meeting,2024-12-05
2456,2710,1,financial_aid_check,2025-05-05
2457,2712,1,counseling,2024-07-13
2458,2712,1,email,2024-11-24
2459,2712,1,tutoring,2025-05-13
2460,2713,1,financial_aid_check,2025-03-16
2461,2713,1,call,2024-12-08
2462,2714,1,call,2025-03-31
2463,2714,1,call,2025-08-02
2464,2715,1,email,2025-02-12
2465,2717,1,tutoring,2023-11-09
2466,2718,1,counseling,2025-05-06
2467,2718,1,financial_aid_check,2024-11-27
2468,2719,1,call,2023-12-31
2469,2719,1,email,2023-12-30
2470,2720,1,email,2024-11-05
2471,2720,1,call,2025-09-18
2472,2720,1,call,2024-12-03
2473,2721,1,call,2025-04-08
2474,2721,1,call,2024-05-29
2475,2721,1,advising_meeting,2024-11-21
2476,2722,1,advising_meeting,2025-01-01
2477,2722,1,email,2024-07-02
2478,2722,1,tutoring,2024-10-23
2479,2728,1,advising_meeting,2024-09-09
2480,2728,1,financial_aid_check,2024-11-04
2481,2731,1,tutoring,2025-03-04
2482,2731,1,tutoring,2024-10-07
2483,2733,1,financial_aid_check,2025-07-14
2484,2733,1,counseling,2025-01-12
2485,2734,1,counseling,2025-08-16
2486,2734,1,email,2024-05-03
2487,2737,1,email,2024-03-29
2488,2737,1,email,2025-10-12
2489,2738,1,counseling,2025-03-18
2490,2738,1,advising_meeting,2024-08-20
2491,2741,1,call,2025-07-13
2492,2741,1,advising_meeting,2024-03-27
2493,2746,1,financial_aid_check,2024-10-08
2494,2746,1,advising_meeting,2023-11-11
2495,2746,1,call,2024-12-03
2496,2747,1,counseling,2023-12-06
2497,2747,1,advising_meeting,2024-10-22
2498,2751,1,counseling,2024-12-19
2499,2751,1,financial_aid_check,2024-08-08
2500,2752,1,counseling,2024-11-01
2501,2752,1,counseling,2025-03-01
2502,2754,1,advising_meeting,2024-09-25
2503,2754,1,tutoring,2024-04-03
2504,2755,1,email,2024-01-21
2505,2763,1,call,2024-12-09
2506,2763,1,counseling,2025-09-21
2507,2763,1,advising_meeting,2024-11-18
2508,2764,1,counseling,2024-08-24
2509,2766,1,email,2024-09-03
2510,2766,1,call,2024-05-03
2511,2769,1,tutoring,2023-11-30
2512,2769,1,financial_aid_check,2025-08-19
2513,2769,1,call,2024-03-19
2514,2770,1,advising_meeting,2024-12-21
2515,2770,1,advising_meeting,2025-01-17
2516,2770,1,counseling,2025-06-08
2517,2771,1,counseling,2025-05-10
2518,2773,1,financial_aid_check,2024-03-03
2519,2773,1,financial_aid_check,2025-09-30
2520,2775,1,counseling,2024-11-20
2521,2775,1,tutoring,2024-10-15
2522,2776,1,financial_aid_check,2024-07-31
2523,2776,1,tutoring,2025-08-29
2524,2776,1,advising_meeting,2025-09-10
2525,2780,1,call,2024-02-26
2526,2781,1,financial_aid_check,2025-07-02
2527,2781,1,financial_aid_check,2025-06-12
2528,2784,1,call,2025-07-08
2529,2784,1,tutoring,2024-05-16
2530,2785,1,tutoring,2024-07-12
2531,2785,1,call,2024-09-19
2532,2786,1,financial_aid_check,2024-10-02
2533,2786,1,financial_aid_check,2024-07-14
2534,2787,1,counseling,2025-03-28
2535,2788,1,financial_aid_check,2025-01-22
2536,2788,1,advising_meeting,2025-04-23
2537,2788,1,advising_meeting,2025-10-31
2538,2791,1,tutoring,2025-10-05
2539,2791,1,call,2025-07-19
2540,2792,1,financial_aid_check,2025-08-07
2541,2792,1,counseling,2024-01-05
2542,2794,1,advising_meeting,2024-04-07
2543,2794,1,tutoring,2025-09-21
2544,2797,1,financial_aid_check,2024-04-24
2545,2797,1,call,2024-03-17
2546,2797,1,email,2024-11-07
2547,2802,1,email,2024-01-20
2548,2802,1,email,2024-03-02
2549,2803,1,email,2023-11-07
2550,2803,1,advising_meeting,2024-01-20
2551,2804,1,tutoring,2024-09-22
2552,2804,1,tutoring,2025-06-06
2553,2805,1,tutoring,2024-10-28
2554,2805,1,financial_aid_check,2024-12-04
2555,2806,1,counseling,2024-05-16
2556,2806,1,tutoring,2024-01-15
2557,2806,1,tutoring,2024-04-12
2558,2807,1,call,2024-06-21
2559,2811,1,tutoring,2025-10-15
2560,2811,1,advising_meeting,2025-01-13
2561,2812,1,counseling,2024-05-29
2562,2814,1,tutoring,2024-09-20
2563,2814,1,counseling,2024-04-08
2564,2814,1,advising_meeting,2024-08-08
2565,2816,1,tutoring,2025-02-08
2566,2816,1,financial_aid_check,2025-10-21
2567,2817,1,email,2024-03-20
2568,2817,1,counseling,2025-08-29
2569,2825,1,tutoring,2024-03-14
2570,2825,1,financial_aid_check,2023-12-17
2571,2825,1,tutoring,2025-06-03
2572,2826,1,tutoring,2024-04-28
2573,2829,1,tutoring,2025-04-28
2574,2832,1,advising_meeting,2024-03-08
2575,2832,1,call,2024-07-02
2576,2834,1,counseling,2025-07-05
2577,2834,1,call,2025-01-07
2578,2835,1,advising_meeting,2023-12-19
2579,2835,1,call,2025-10-20
2580,2835,1,call,2025-05-25
2581,2837,1,tutoring,2025-06-08
2582,2837,1,financial_aid_check,2024-08-28
2583,2837,1,email,2025-02-20
2584,2841,1,call,2024-12-05
2585,2841,1,advising_meeting,2025-03-10
2586,2844,1,email,2025-09-15
2587,2844,1,counseling,2024-08-16
2588,2847,1,advising_meeting,2025-02-17
2589,2847,1,advising_meeting,2024-12-26
2590,2847,1,counseling,2025-08-13
2591,2848,1,counseling,2025-03-06
2592,2851,1,email,2024-01-20
2593,2851,1,tutoring,2025-05-09
2594,2853,1,email,2024-07-22
2595,2853,1,advising_meeting,2024-06-18
2596,2854,1,advising_meeting,2024-01-21
2597,2854,1,email,2025-09-06
2598,2864,1,email,2023-12-19
2599,2869,1,advising_meeting,2023-12-09
2600,2869,1,financial_aid_check,2025-01-28
2601,2872,1,email,2024-03-31
2602,2872,1,tutoring,2024-11-24
2603,2872,1,advising_meeting,2025-03-25
2604,2873,1,tutoring,2024-09-30
2605,2873,1,call,2025-04-03
2606,2873,1,call,2024-01-03
2607,2874,1,financial_aid_check,2025-07-22
2608,2875,1,tutoring,2025-03-15
2609,2875,1,tutoring,2024-01-15
2610,2875,1,tutoring,2024-10-31
2611,2877,1,advising_meeting,2025-05-31
2612,2877,1,email,2024-08-14
2613,2878,1,call,2025-06-28
2614,2883,1,counseling,2024-06-01
2615,2883,1,counseling,2023-12-21
2616,2883,1,financial_aid_check,2024-01-01
2617,2884,1,call,2024-04-23
2618,2884,1,financial_aid_check,2024-03-07
2619,2891,1,counseling,2024-07-31
2620,2891,1,tutoring,2024-08-13
2621,2894,1,counseling,2025-06-14
2622,2894,1,counseling,2024-06-05
2623,2895,1,counseling,2023-12-16
2624,2895,1,advising_meeting,2025-03-06
2625,2904,1,financial_aid_check,2024-05-12
2626,2904,1,email,2024-03-23
2627,2904,1,tutoring,2024-08-10
2628,2905,1,call,2024-08-09
2629,2905,1,email,2024-12-04
2630,2905,1,email,2023-12-07
2631,2906,1,financial_aid_check,2025-05-16
2632,2906,1,tutoring,2025-10-18
2633,2909,1,email,2024-09-27
2634,2911,1,advising_meeting,2024-01-17
2635,2911,1,call,2025-07-28
2636,2913,1,tutoring,2024-01-26
2637,2913,1,email,2025-05-30
2638,2914,1,tutoring,2023-11-06
2639,2914,1,email,2024-12-29
2640,2914,1,call,2025-03-18
2641,2915,1,email,2024-04-13
2642,2915,1,financial_aid_check,2024-01-02
2643,2916,1,financial_aid_check,2025-02-07
2644,2917,1,email,2025-01-10
2645,2917,1,call,2024-11-16
2646,2917,1,financial_aid_check,2024-03-30
2647,2918,1,financial_aid_check,2024-03-18
2648,2918,1,financial_aid_check,2023-12-17
2649,2920,1,call,2024-07-29
2650,2925,1,call,2025-02-23
2651,2925,1,email,2025-01-29
2652,2926,1,email,2024-04-09
2653,2926,1,call,2024-04-06
2654,2926,1,tutoring,2025-02-28
2655,2933,1,advising_meeting,2024-10-28
2656,2933,1,call,2024-12-30
2657,2940,1,advising_meeting,2025-06-02
2658,2940,1,call,2024-02-22
2659,2940,1,tutoring,2023-11-15
2660,2941,1,call,2024-08-14
2661,2942,1,advising_meeting,2025-07-22
2662,2942,1,advising_meeting,2025-02-14
2663,2942,1,tutoring,2025-03-19
2664,2944,1,counseling,2024-12-22
2665,2947,1,call,2025-03-30
2666,2947,1,financial_aid_check,2024-01-06
2667,2947,1,counseling,2024-06-12
2668,2951,1,email,2024-11-29
2669,2951,1,call,2024-11-16
2670,2951,1,financial_aid_check,2025-03-01
2671,2952,1,tutoring,2025-07-20
2672,2952,1,advising_meeting,2024-03-18
2673,2952,1,email,2025-06-15
2674,2957,1,advising_meeting,2024-10-18
2675,2957,1,call,2025-02-08
2676,2958,1,email,2024-10-04
2677,2960,1,tutoring,2024-03-12
2678,2962,1,tutoring,2024-12-17
2679,2967,1,tutoring,2024-08-18
2680,2967,1,call,2024-05-16
2681,2970,1,tutoring,2025-03-25
2682,2975,1,counseling,2024-08-24
2683,2975,1,call,2024-02-03
2684,2975,1,tutoring,2025-03-28
2685,2980,1,call,2023-11-06
2686,2980,1,email,2024-06-24
2687,2980,1,financial_aid_check,2025-05-12
2688,2981,1,tutoring,2024-03-19
2689,2981,1,counseling,2025-05-14
2690,2981,1,tutoring,2024-12-05
2691,2982,1,counseling,2024-10-25
2692,2982,1,call,2025-10-14
2693,2983,1,call,2024-03-07
2694,2983,1,tutoring,2024-12-13
2695,2984,1,tutoring,2024-08-11
2696,2986,1,email,2025-07-10
2697,2986,1,counseling,2024-04-17
2698,2987,1,counseling,2025-05-07
2699,2987,1,email,2025-04-22
2700,2987,1,call,2025-02-17
2701,2988,1,financial_aid_check,2024-07-16
2702,2993,1,advising_meeting,2025-07-11
2703,2993,1,email,2024-11-25
2704,2993,1,email,2025-09-26
2705,2994,1,financial_aid_check,2024-04-24
2706,2994,1,advising_meeting,2025-01-27
2707,2994,1,tutoring,2025-10-09
2708,2997,1,tutoring,2024-01-30
2709,2997,1,counseling,2024-07-05
2710,2997,1,call,2025-08-20
2711,2999,1,tutoring,2025-02-18
2712,2999,1,advising_meeting,2025-07-22
2713,3000,1,call,2025-07-07
2714,3000,1,advising_meeting,2024-11-21
2715,3000,1,advising_meeting,2025-01-09
2716,3001,1,counseling,2024-03-21
2717,3002,1,email,2025-08-24
2718,3002,1,financial_aid_check,2025-03-02
2719,3002,1,advising_meeting,2025-09-27
2720,3004,1,counseling,2025-02-08
2721,3004,1,email,2025-05-02
2722,3004,1,financial_aid_check,2024-05-19
2723,3005,1,call,2024-12-07
2724,3005,1,advising_meeting,2025-03-31
2725,3005,1,financial_aid_check,2024-03-04
2726,3009,1,email,2025-06-06
2727,3009,1,tutoring,2025-01-22
2728,3009,1,financial_aid_check,2024-10-30
2729,3011,1,tutoring,2025-08-06
2730,3011,1,advising_meeting,2025-10-30
2731,3013,1,financial_aid_check,2025-08-11
2732,3013,1,advising_meeting,2023-12-22
2733,3013,1,counseling,2025-02-13
2734,3014,1,counseling,2023-11-23
2735,3014,1,email,2025-02-15
2736,3015,1,call,2024-02-14
2737,3015,1,financial_aid_check,2024-01-08
2738,3017,1,call,2024-03-06
2739,3017,1,counseling,2025-03-20
2740,3018,1,call,2024-05-20
2741,3018,1,email,2025-07-14
2742,3021,1,email,2025-08-20
2743,3021,1,email,2023-12-05
2744,3023,1,counseling,2025-09-08
2745,3023,1,call,2025-07-11
2746,3023,1,financial_aid_check,2024-08-25
2747,3027,1,financial_aid_check,2024-03-12
2748,3027,1,financial_aid_check,2025-02-15
2749,3027,1,call,2024-01-13
2750,3029,1,call,2024-01-05
2751,3029,1,advising_meeting,2024-12-04
2752,3029,1,tutoring,2024-09-10
2753,3030,1,tutoring,2024-09-12
2754,3030,1,advising_meeting,2025-03-06
2755,3030,1,call,2024-07-25
2756,3032,1,email,2024-02-07
2757,3032,1,tutoring,2024-07-03
2758,3033,1,counseling,2024-11-01
2759,3033,1,advising_meeting,2025-06-27
2760,3033,1,advising_meeting,2025-10-02
2761,3034,1,tutoring,2023-11-05
2762,3034,1,email,2025-07-25
2763,3034,1,email,2025-05-28
2764,3035,1,advising_meeting,2024-10-26
2765,3035,1,advising_meeting,2024-09-18
2766,3040,1,email,2025-10-19
2767,3040,1,financial_aid_check,2024-05-05
2768,3044,1,call,2023-11-11
2769,3044,1,financial_aid_check,2025-03-07
2770,3045,1,financial_aid_check,2025-07-30
2771,3045,1,tutoring,2025-01-20
2772,3046,1,tutoring,2025-06-10
2773,3046,1,tutoring,2024-04-17
2774,3046,1,advising_meeting,2024-04-29
2775,3047,1,call,2024-08-01
2776,3047,1,email,2025-10-07
2777,3047,1,counseling,2024-04-30
2778,3048,1,advising_meeting,2025-05-01
2779,3050,1,counseling,2024-08-12
2780,3050,1,advising_meeting,2024-09-19
2781,3050,1,email,2023-11-08
2782,3051,1,email,2024-06-14
2783,3053,1,call,2025-06-14
2784,3053,1,advising_meeting,2024-12-31
2785,3055,1,financial_aid_check,2025-04-17
2786,3055,1,tutoring,2025-04-11
2787,3055,1,counseling,2025-10-09
2788,3057,1,tutoring,2024-08-14
2789,3057,1,counseling,2024-09-15
2790,3057,1,financial_aid_check,2025-10-20
2791,3061,1,call,2025-02-17
2792,3063,1,tutoring,2025-01-07
2793,3063,1,counseling,2025-02-13
2794,3063,1,counseling,2024-05-07
2795,3067,1,counseling,2025-03-03
2796,3067,1,financial_aid_check,2024-12-28
2797,3068,1,financial_aid_check,2024-10-07
2798,3068,1,email,2024-09-09
2799,3070,1,call,2024-12-24
2800,3070,1,financial_aid_check,2025-08-07
2801,3071,1,advising_meeting,2024-11-30
2802,3071,1,tutoring,2025-08-24
2803,3073,1,counseling,2025-03-29
2804,3073,1,counseling,2025-09-03
2805,3074,1,advising_meeting,2024-08-22
2806,3074,1,counseling,2024-06-18
2807,3074,1,financial_aid_check,2024-02-20
2808,3075,1,advising_meeting,2025-01-19
2809,3075,1,tutoring,2024-05-14
2810,3075,1,email,2023-11-30
2811,3077,1,advising_meeting,2025-10-07
2812,3077,1,call,2025-06-07
2813,3077,1,advising_meeting,2025-06-14
2814,3081,1,financial_aid_check,2023-12-01
2815,3081,1,email,2024-12-24
2816,3081,1,advising_meeting,2024-04-11
2817,3082,1,email,2024-05-08
2818,3082,1,counseling,2025-04-11
2819,3083,1,email,2025-07-12
2820,3083,1,advising_meeting,2024-06-10
2821,3089,1,tutoring,2025-02-15
2822,3089,1,email,2025-08-01
2823,3089,1,tutoring,2024-02-01
2824,3094,1,tutoring,2024-11-03
2825,3094,1,counseling,2024-09-16
2826,3095,1,financial_aid_check,2024-07-09
2827,3097,1,advising_meeting,2025-01-12
2828,3097,1,call,2023-11-29
2829,3097,1,financial_aid_check,2024-05-18
2830,3100,1,email,2025-04-22
2831,3100,1,financial_aid_check,2024-05-23
2832,3100,1,advising_meeting,2024-10-29
2833,3106,1,counseling,2023-11-07
2834,3106,1,advising_meeting,2025-10-06
2835,3108,1,call,2024-05-19
2836,3108,1,tutoring,2025-01-31
2837,3109,1,tutoring,2025-03-02
2838,3109,1,financial_aid_check,2025-05-06
2839,3112,1,financial_aid_check,2025-09-07
2840,3112,1,financial_aid_check,2024-04-05
2841,3115,1,counseling,2025-04-05
2842,3115,1,counseling,2025-02-25
2843,3115,1,counseling,2024-09-01
2844,3117,1,call,2024-05-10
2845,3123,1,tutoring,2023-11-17
2846,3123,1,financial_aid_check,2025-04-14
2847,3123,1,counseling,2025-10-28
2848,3125,1,email,2025-06-13
2849,3129,1,financial_aid_check,2025-02-24
2850,3129,1,financial_aid_check,2025-02-24
2851,3129,1,tutoring,2024-12-27
2852,3132,1,financial_aid_check,2023-11-18
2853,3132,1,counseling,2024-08-23
2854,3134,1,financial_aid_check,2025-08-22
2855,3137,1,email,2024-04-14
2856,3137,1,advising_meeting,2024-09-29
2857,3137,1,financial_aid_check,2024-01-05
2858,3138,1,financial_aid_check,2025-01-16
2859,3138,1,counseling,2024-10-01
2860,3141,1,call,2024-08-04
2861,3141,1,counseling,2025-09-29
2862,3143,1,counseling,2024-05-31
2863,3143,1,call,2025-07-29
2864,3143,1,call,2024-10-17
2865,3149,1,advising_meeting,2025-09-25
2866,3149,1,tutoring,2024-04-25
2867,3149,1,tutoring,2025-10-27
2868,3150,1,advising_meeting,2024-10-07
2869,3150,1,counseling,2024-02-24
2870,3150,1,call,2024-01-08
2871,3151,1,counseling,2024-12-17
2872,3151,1,email,2024-01-07
2873,3152,1,tutoring,2024-10-01
2874,3152,1,advising_meeting,2024-07-23
2875,3152,1,tutoring,2025-02-17
2876,3160,1,counseling,2025-04-19
2877,3160,1,email,2025-04-04
2878,3161,1,call,2025-10-13
2879,3161,1,advising_meeting,2024-11-06
2880,3162,1,call,2024-03-17
2881,3162,1,call,2025-04-29
2882,3165,1,email,2025-05-27
2883,3165,1,counseling,2025-08-14
2884,3165,1,call,2023-12-27
2885,3167,1,tutoring,2024-10-12
2886,3167,1,counseling,2024-10-25
2887,3171,1,email,2025-03-16
2888,3171,1,counseling,2024-07-27
2889,3175,1,email,2025-07-27
2890,3175,1,counseling,2025-04-28
2891,3176,1,email,2024-10-07
2892,3176,1,email,2024-08-07
2893,3179,1,call,2024-11-02
2894,3179,1,financial_aid_check,2025-03-22
2895,3180,1,tutoring,2025-08-17
2896,3180,1,email,2024-06-25
2897,3180,1,counseling,2025-09-05
2898,3181,1,call,2024-07-23
2899,3182,1,tutoring,2025-01-26
2900,3184,1,tutoring,2025-03-23
2901,3184,1,call,2024-06-26
2902,3187,1,tutoring,2025-08-28
