enrollment_id,student_id,course_id,term_id,numeric_grade,course_gpa
13648,2730,50,1,76.6,2
13649,2730,57,1,69.7,1
13650,2730,14,1,96.3,4
13651,2731,119,1,83.4,3
13652,2731,100,1,80.2,3
13653,2731,6,1,66.6,1
13654,2731,39,1,73.3,2
13655,2731,103,1,81.2,3
13656,2732,1,1,77.9,2
13657,2732,95,1,88.5,3
13658,2732,71,1,72.1,2
13659,2732,106,1,75.5,2
13660,2732,54,1,63.9,1
13661,2733,65,1,85.1,3
13662,2733,6,1,67.3,1
13663,2733,70,1,68.1,1
13664,2733,12,1,86.8,3
13665,2733,51,1,65.5,1
13666,2734,90,1,68.8,1
13667,2734,57,1,62.7,1
13668,2734,58,1,73.4,2
13669,2734,63,1,65.9,1
13670,2734,71,1,51.1,0
13671,2735,88,1,83.2,3
13672,2735,95,1,57.8,0
13673,2735,90,1,74.7,2
13674,2735,89,1,79.3,2
13675,2735,67,1,82.4,3
13676,2736,43,1,75.8,2
13677,2736,17,1,91.3,4
13678,2736,78,1,95.3,4
13679,2736,32,1,82.2,3
13680,2736,44,1,91.5,4
13681,2737,36,1,59.0,0
13682,2737,20,1,72.4,2
13683,2737,48,1,79.6,2
13684,2737,78,1,82.7,3
13685,2737,90,1,74.5,2
13686,2738,66,1,65.9,1
13687,2738,41,1,82.5,3
13688,2738,93,1,65.0,1
13689,2738,65,1,83.4,3
13690,2738,94,1,64.5,1
13691,2739,42,1,73.3,2
13692,2739,60,1,78.6,2
13693,2739,101,1,84.5,3
13694,2739,26,1,76.8,2
13695,2739,120,1,67.1,1
13696,2740,90,1,78.8,2
13697,2740,14,1,75.1,2
13698,2740,117,1,69.7,1
13699,2740,73,1,75.3,2
13700,2740,35,1,81.5,3
13701,2741,88,1,68.5,1
13702,2741,89,1,69.2,1
13703,2741,16,1,77.2,2
13704,2741,63,1,72.5,2
13705,2741,40,1,74.5,2
13706,2742,90,1,69.8,1
13707,2742,73,1,77.6,2
13708,2742,58,1,61.5,1
13709,2742,52,1,62.4,1
13710,2742,17,1,63.8,1
13711,2743,13,1,83.9,3
13712,2743,101,1,64.2,1
13713,2743,2,1,77.5,2
13714,2743,21,1,80.1,3
13715,2743,29,1,72.0,2
13716,2744,95,1,93.9,4
13717,2744,65,1,87.8,3
13718,2744,120,1,80.3,3
13719,2744,49,1,69.2,1
13720,2744,7,1,63.7,1
13721,2745,22,1,65.6,1
13722,2745,60,1,88.6,3
13723,2745,10,1,78.6,2
13724,2745,117,1,92.0,4
13725,2745,72,1,85.0,3
13726,2746,77,1,65.0,1
13727,2746,7,1,81.5,3
13728,2746,2,1,66.8,1
13729,2746,115,1,73.1,2
13730,2746,38,1,69.7,1
13731,2747,67,1,71.3,2
13732,2747,96,1,79.8,2
13733,2747,34,1,75.0,2
13734,2747,109,1,72.4,2
13735,2747,118,1,82.3,3
13736,2748,42,1,82.1,3
13737,2748,51,1,95.8,4
13738,2748,111,1,84.1,3
13739,2748,105,1,82.1,3
13740,2748,87,1,87.3,3
13741,2749,11,1,64.7,1
13742,2749,88,1,83.2,3
13743,2749,94,1,100.0,4
13744,2749,119,1,68.0,1
13745,2749,59,1,59.5,0
13746,2750,69,1,74.7,2
13747,2750,108,1,90.5,4
13748,2750,114,1,66.9,1
13749,2750,58,1,61.7,1
13750,2750,18,1,80.2,3
13751,2751,86,1,68.8,1
13752,2751,43,1,72.1,2
13753,2751,97,1,79.8,2
13754,2751,63,1,74.6,2
13755,2751,65,1,80.9,3
13756,2752,3,1,76.5,2
13757,2752,73,1,73.4,2
13758,2752,45,1,61.6,1
13759,2752,7,1,77.3,2
13760,2752,106,1,76.4,2
13761,2753,96,1,74.3,2
13762,2753,105,1,80.5,3
13763,2753,119,1,75.8,2
13764,2753,85,1,64.3,1
13765,2753,65,1,75.7,2
13766,2754,101,1,85.0,3
13767,2754,61,1,67.9,1
13768,2754,55,1,66.6,1
13769,2754,45,1,79.5,2
13770,2754,30,1,69.0,1
13771,2755,37,1,68.8,1
13772,2755,30,1,72.4,2
13773,2755,5,1,81.1,3
13774,2755,109,1,79.6,2
13775,2755,2,1,64.1,1
13776,2756,31,1,85.6,3
13777,2756,93,1,74.6,2
13778,2756,15,1,76.6,2
13779,2756,100,1,88.2,3
13780,2756,89,1,89.3,3
13781,2757,119,1,77.1,2
13782,2757,115,1,72.6,2
13783,2757,32,1,80.8,3
13784,2757,5,1,68.4,1
13785,2757,26,1,56.5,0
13786,2758,23,1,71.8,2
13787,2758,32,1,71.7,2
13788,2758,84,1,69.3,1
13789,2758,101,1,66.1,1
13790,2758,19,1,76.6,2
13791,2759,63,1,99.3,4
13792,2759,99,1,81.3,3
13793,2759,23,1,68.6,1
13794,2759,74,1,78.0,2
13795,2759,22,1,88.8,3
13796,2760,68,1,78.4,2
13797,2760,119,1,86.1,3
13798,2760,102,1,79.9,2
13799,2760,83,1,76.9,2
13800,2760,94,1,69.9,1
13801,2761,99,1,77.0,2
13802,2761,108,1,86.2,3
13803,2761,34,1,77.9,2
13804,2761,73,1,73.7,2
13805,2761,115,1,80.5,3
13806,2762,33,1,75.2,2
13807,2762,44,1,69.8,1
13808,2762,112,1,63.6,1
13809,2762,107,1,79.3,2
13810,2762,66,1,94.2,4
13811,2763,96,1,72.4,2
13812,2763,17,1,85.2,3
13813,2763,13,1,81.7,3
13814,2763,46,1,80.3,3
13815,2763,112,1,71.2,2
13816,2764,30,1,69.6,1
13817,2764,75,1,80.7,3
13818,2764,57,1,75.7,2
13819,2764,1,1,61.4,1
13820,2764,72,1,88.0,3
13821,2765,7,1,71.4,2
13822,2765,92,1,76.3,2
13823,2765,60,1,83.5,3
13824,2765,103,1,86.1,3
13825,2765,118,1,75.4,2
13826,2766,47,1,92.7,4
13827,2766,116,1,73.8,2
13828,2766,7,1,69.2,1
13829,2766,14,1,68.4,1
13830,2766,93,1,78.3,2
13831,2767,81,1,84.6,3
13832,2767,31,1,75.5,2
13833,2767,14,1,84.2,3
13834,2767,98,1,65.7,1
13835,2767,1,1,77.1,2
13836,2768,63,1,84.5,3
13837,2768,99,1,73.9,2
13838,2768,105,1,93.3,4
13839,2768,50,1,87.1,3
13840,2768,49,1,83.4,3
13841,2769,6,1,70.4,2
13842,2769,70,1,69.4,1
13843,2769,48,1,60.6,1
13844,2769,63,1,59.8,0
13845,2769,111,1,76.5,2
13846,2770,68,1,65.1,1
13847,2770,79,1,78.1,2
13848,2770,25,1,65.7,1
13849,2770,104,1,91.6,4
13850,2770,15,1,73.6,2
13851,2771,7,1,85.6,3
13852,2771,8,1,57.5,0
13853,2771,14,1,70.8,2
13854,2771,12,1,80.9,3
13855,2771,66,1,83.1,3
13856,2772,6,1,97.5,4
13857,2772,89,1,79.1,2
13858,2772,112,1,80.5,3
13859,2772,86,1,74.6,2
13860,2772,119,1,82.9,3
13861,2773,114,1,71.4,2
13862,2773,7,1,78.4,2
13863,2773,102,1,84.7,3
13864,2773,103,1,81.9,3
13865,2773,93,1,83.7,3
13866,2774,87,1,65.0,1
13867,2774,14,1,80.9,3
13868,2774,110,1,66.2,1
13869,2774,29,1,48.9,0
13870,2774,70,1,82.0,3
13871,2775,3,1,72.5,2
13872,2775,86,1,89.4,3
13873,2775,110,1,81.8,3
13874,2775,1,1,53.4,0
13875,2775,95,1,84.0,3
13876,2776,103,1,59.5,0
13877,2776,114,1,70.7,2
13878,2776,74,1,73.8,2
13879,2776,14,1,70.3,2
13880,2776,62,1,74.8,2
13881,2777,16,1,71.3,2
13882,2777,50,1,83.4,3
13883,2777,90,1,68.7,1
13884,2777,29,1,83.0,3
13885,2777,60,1,75.5,2
13886,2778,58,1,69.5,1
13887,2778,102,1,89.8,3
13888,2778,16,1,82.0,3
13889,2778,53,1,78.6,2
13890,2778,82,1,75.5,2
13891,2779,45,1,79.4,2
13892,2779,86,1,65.4,1
13893,2779,81,1,70.8,2
13894,2779,18,1,92.2,4
13895,2779,38,1,74.6,2
13896,2780,49,1,78.3,2
13897,2780,60,1,86.8,3
13898,2780,104,1,77.7,2
13899,2780,25,1,46.5,0
13900,2780,43,1,81.6,3
13901,2781,63,1,83.9,3
13902,2781,51,1,80.3,3
13903,2781,27,1,73.7,2
13904,2781,71,1,78.7,2
13905,2781,54,1,75.0,2
13906,2782,41,1,90.1,4
13907,2782,69,1,70.8,2
13908,2782,11,1,82.3,3
13909,2782,42,1,71.1,2
13910,2782,120,1,73.1,2
13911,2783,10,1,56.2,0
13912,2783,75,1,75.5,2
13913,2783,118,1,71.1,2
13914,2783,41,1,71.7,2
13915,2783,17,1,72.0,2
13916,2784,76,1,77.6,2
13917,2784,36,1,75.4,2
13918,2784,93,1,84.9,3
13919,2784,71,1,61.2,1
13920,2784,89,1,78.0,2
13921,2785,73,1,87.0,3
13922,2785,76,1,71.9,2
13923,2785,119,1,67.6,1
13924,2785,41,1,77.1,2
13925,2785,46,1,72.1,2
13926,2786,31,1,84.3,3
13927,2786,83,1,71.4,2
13928,2786,72,1,59.9,0
13929,2786,86,1,67.2,1
13930,2786,60,1,74.1,2
13931,2787,60,1,71.0,2
13932,2787,95,1,77.9,2
13933,2787,62,1,80.1,3
13934,2787,28,1,74.7,2
13935,2787,41,1,80.2,3
13936,2788,96,1,76.9,2
13937,2788,89,1,65.6,1
13938,2788,86,1,75.5,2
13939,2788,74,1,71.6,2
13940,2788,49,1,78.7,2
13941,2789,83,1,71.9,2
13942,2789,19,1,81.5,3
13943,2789,87,1,75.6,2
13944,2789,32,1,73.8,2
13945,2789,99,1,74.5,2
13946,2790,44,1,72.9,2
13947,2790,56,1,73.6,2
13948,2790,112,1,70.8,2
13949,2790,24,1,69.3,1
13950,2790,5,1,80.8,3
13951,2791,42,1,65.1,1
13952,2791,62,1,75.8,2
13953,2791,35,1,79.8,2
13954,2791,80,1,68.7,1
13955,2791,7,1,89.4,3
13956,2792,88,1,74.9,2
13957,2792,101,1,71.7,2
13958,2792,70,1,66.5,1
13959,2792,99,1,64.4,1
13960,2792,32,1,77.9,2
13961,2793,109,1,90.4,4
13962,2793,46,1,69.7,1
13963,2793,10,1,82.4,3
13964,2793,96,1,77.7,2
13965,2793,30,1,77.5,2
13966,2794,16,1,82.3,3
13967,2794,31,1,67.5,1
13968,2794,45,1,71.7,2
13969,2794,71,1,69.5,1
13970,2794,11,1,66.1,1
13971,2795,101,1,87.4,3
13972,2795,120,1,59.1,0
13973,2795,119,1,71.0,2
13974,2795,118,1,75.9,2
13975,2795,8,1,90.4,4
13976,2796,87,1,77.2,2
13977,2796,116,1,63.7,1
13978,2796,59,1,83.7,3
13979,2796,29,1,63.8,1
13980,2796,6,1,84.4,3
13981,2797,27,1,61.3,1
13982,2797,63,1,71.9,2
13983,2797,35,1,69.5,1
13984,2797,108,1,71.4,2
13985,2797,7,1,81.6,3
13986,2798,119,1,88.5,3
13987,2798,26,1,67.1,1
13988,2798,96,1,73.5,2
13989,2798,60,1,61.1,1
13990,2798,104,1,82.8,3
13991,2799,104,1,63.4,1
13992,2799,111,1,85.1,3
13993,2799,21,1,68.4,1
13994,2799,113,1,77.0,2
13995,2799,57,1,88.8,3
13996,2800,46,1,91.4,4
13997,2800,12,1,80.5,3
13998,2800,29,1,60.2,1
13999,2800,76,1,68.1,1
14000,2800,72,1,73.7,2
14001,2801,2,1,84.0,3
14002,2801,98,1,75.1,2
14003,2801,109,1,71.0,2
14004,2801,65,1,73.8,2
14005,2801,47,1,64.6,1
14006,2802,19,1,67.2,1
14007,2802,15,1,69.1,1
14008,2802,20,1,70.3,2
14009,2802,32,1,73.3,2
14010,2802,43,1,79.9,2
14011,2803,108,1,66.5,1
14012,2803,101,1,59.6,0
14013,2803,53,1,68.5,1
14014,2803,100,1,76.4,2
14015,2803,58,1,66.7,1
14016,2804,14,1,67.0,1
14017,2804,89,1,86.5,3
14018,2804,117,1,70.1,2
14019,2804,41,1,65.7,1
14020,2804,108,1,70.8,2
14021,2805,18,1,65.7,1
14022,2805,78,1,80.3,3
14023,2805,32,1,88.9,3
14024,2805,59,1,65.9,1
14025,2805,120,1,74.1,2
14026,2806,34,1,73.8,2
14027,2806,65,1,66.1,1
14028,2806,30,1,72.1,2
14029,2806,67,1,66.1,1
14030,2806,33,1,73.5,2
14031,2807,38,1,63.7,1
14032,2807,76,1,68.9,1
14033,2807,89,1,82.6,3
14034,2807,7,1,73.0,2
14035,2807,94,1,66.1,1
14036,2808,113,1,88.2,3
14037,2808,85,1,84.0,3
14038,2808,103,1,71.0,2
14039,2808,10,1,88.8,3
14040,2808,25,1,89.7,3
14041,2809,57,1,71.2,2
14042,2809,81,1,84.7,3
14043,2809,26,1,76.6,2
14044,2809,51,1,87.4,3
14045,2809,77,1,77.3,2
14046,2810,103,1,76.6,2
14047,2810,77,1,75.3,2
14048,2810,47,1,87.8,3
14049,2810,72,1,79.2,2
14050,2810,104,1,82.3,3
14051,2811,55,1,77.2,2
14052,2811,20,1,74.3,2
14053,2811,34,1,63.9,1
14054,2811,112,1,69.2,1
14055,2811,78,1,82.6,3
14056,2812,9,1,59.6,0
14057,2812,108,1,84.7,3
14058,2812,51,1,66.0,1
14059,2812,98,1,76.4,2
14060,2812,66,1,81.8,3
14061,2813,30,1,63.9,1
14062,2813,120,1,84.6,3
14063,2813,29,1,73.6,2
14064,2813,103,1,89.7,3
14065,2813,37,1,67.7,1
14066,2814,104,1,62.7,1
14067,2814,78,1,79.8,2
14068,2814,15,1,66.4,1
14069,2814,37,1,78.7,2
14070,2814,73,1,69.3,1
14071,2815,109,1,84.7,3
14072,2815,45,1,72.8,2
14073,2815,49,1,82.1,3
14074,2815,64,1,74.0,2
14075,2815,25,1,77.4,2
14076,2816,86,1,74.8,2
14077,2816,55,1,48.5,0
14078,2816,89,1,66.9,1
14079,2816,1,1,77.3,2
14080,2816,43,1,62.4,1
14081,2817,119,1,63.8,1
14082,2817,118,1,90.5,4
14083,2817,58,1,80.3,3
14084,2817,36,1,73.8,2
14085,2817,12,1,77.5,2
14086,2818,26,1,72.6,2
14087,2818,59,1,68.8,1
14088,2818,71,1,70.1,2
14089,2818,37,1,80.9,3
14090,2818,46,1,72.4,2
14091,2819,78,1,89.4,3
14092,2819,114,1,82.9,3
14093,2819,42,1,69.3,1
14094,2819,79,1,80.2,3
14095,2819,6,1,72.1,2
14096,2820,87,1,86.8,3
14097,2820,77,1,75.6,2
14098,2820,66,1,90.9,4
14099,2820,86,1,92.6,4
14100,2820,25,1,81.3,3
14101,2821,51,1,83.8,3
14102,2821,88,1,75.0,2
14103,2821,42,1,78.4,2
14104,2821,109,1,87.0,3
14105,2821,25,1,81.8,3
14106,2822,96,1,79.3,2
14107,2822,11,1,83.7,3
14108,2822,37,1,81.6,3
14109,2822,76,1,91.1,4
14110,2822,85,1,77.1,2
14111,2823,41,1,78.6,2
14112,2823,55,1,85.5,3
14113,2823,53,1,93.3,4
14114,2823,84,1,66.9,1
14115,2823,109,1,61.2,1
14116,2824,114,1,64.2,1
14117,2824,52,1,83.8,3
14118,2824,115,1,80.9,3
14119,2824,9,1,72.1,2
14120,2824,67,1,69.3,1
14121,2825,6,1,70.7,2
14122,2825,8,1,64.9,1
14123,2825,96,1,66.9,1
14124,2825,108,1,78.8,2
14125,2825,62,1,76.1,2
14126,2826,80,1,70.3,2
14127,2826,48,1,58.9,0
14128,2826,43,1,64.3,1
14129,2826,98,1,70.4,2
14130,2826,56,1,83.1,3
14131,2827,63,1,82.8,3
14132,2827,62,1,76.7,2
14133,2827,11,1,67.5,1
14134,2827,101,1,56.6,0
14135,2827,7,1,72.6,2
14136,2828,89,1,72.6,2
14137,2828,52,1,60.6,1
14138,2828,83,1,77.4,2
14139,2828,110,1,81.9,3
14140,2828,74,1,77.6,2
14141,2829,60,1,88.6,3
14142,2829,34,1,58.3,0
14143,2829,86,1,64.6,1
14144,2829,3,1,80.0,3
14145,2829,75,1,63.5,1
14146,2830,115,1,78.5,2
14147,2830,83,1,83.2,3
14148,2830,8,1,83.2,3
14149,2830,58,1,91.9,4
14150,2830,10,1,70.1,2
14151,2831,28,1,85.6,3
14152,2831,18,1,78.8,2
14153,2831,109,1,82.6,3
14154,2831,106,1,79.0,2
14155,2831,98,1,91.2,4
14156,2832,46,1,63.4,1
14157,2832,84,1,72.6,2
14158,2832,83,1,77.1,2
14159,2832,19,1,55.2,0
14160,2832,35,1,70.1,2
14161,2833,79,1,81.1,3
14162,2833,106,1,58.6,0
14163,2833,6,1,63.7,1
14164,2833,11,1,75.8,2
14165,2833,84,1,83.5,3
14166,2834,40,1,77.6,2
14167,2834,38,1,64.2,1
14168,2834,49,1,81.2,3
14169,2834,87,1,69.6,1
14170,2834,62,1,80.9,3
14171,2835,6,1,69.3,1
14172,2835,83,1,84.9,3
14173,2835,72,1,69.5,1
14174,2835,66,1,83.7,3
14175,2835,109,1,59.5,0
14176,2836,81,1,67.7,1
14177,2836,15,1,79.5,2
14178,2836,112,1,81.0,3
14179,2836,58,1,92.1,4
14180,2836,116,1,61.1,1
14181,2837,115,1,80.1,3
14182,2837,55,1,74.1,2
14183,2837,23,1,76.2,2
14184,2837,85,1,62.3,1
14185,2837,96,1,66.3,1
14186,2838,95,1,84.4,3
14187,2838,23,1,85.4,3
14188,2838,110,1,67.4,1
14189,2838,55,1,69.9,1
14190,2838,78,1,71.6,2
14191,2839,33,1,63.6,1
14192,2839,98,1,88.8,3
14193,2839,57,1,81.9,3
14194,2839,21,1,81.8,3
14195,2839,72,1,64.8,1
14196,2840,77,1,78.7,2
14197,2840,62,1,90.3,4
14198,2840,13,1,66.2,1
14199,2840,37,1,84.8,3
14200,2840,10,1,79.4,2
14201,2841,68,1,88.4,3
14202,2841,33,1,73.3,2
14203,2841,23,1,77.7,2
14204,2841,79,1,74.0,2
14205,2841,77,1,65.0,1
14206,2842,21,1,78.5,2
14207,2842,64,1,74.3,2
14208,2842,5,1,73.9,2
14209,2842,59,1,70.8,2
14210,2842,43,1,81.1,3
14211,2843,11,1,66.8,1
14212,2843,114,1,77.4,2
14213,2843,45,1,73.1,2
14214,2843,44,1,71.6,2
14215,2843,29,1,82.2,3
14216,2844,29,1,74.9,2
14217,2844,56,1,72.6,2
14218,2844,74,1,82.0,3
14219,2844,103,1,72.8,2
14220,2844,53,1,83.8,3
14221,2845,120,1,90.5,4
14222,2845,67,1,93.2,4
14223,2845,61,1,72.3,2
14224,2845,45,1,86.9,3
14225,2845,7,1,100.0,4
14226,2846,111,1,74.7,2
14227,2846,89,1,72.5,2
14228,2846,67,1,68.6,1
14229,2846,27,1,73.5,2
14230,2846,66,1,81.5,3
14231,2847,108,1,85.2,3
14232,2847,10,1,60.7,1
14233,2847,59,1,82.9,3
14234,2847,58,1,74.0,2
14235,2847,72,1,78.6,2
14236,2848,85,1,73.1,2
14237,2848,55,1,76.9,2
14238,2848,33,1,75.8,2
14239,2848,56,1,72.2,2
14240,2848,25,1,80.3,3
14241,2849,97,1,72.2,2
14242,2849,69,1,87.1,3
14243,2849,33,1,69.4,1
14244,2849,88,1,86.2,3
14245,2849,70,1,92.2,4
14246,2850,34,1,74.1,2
14247,2850,20,1,77.8,2
14248,2850,32,1,70.4,2
14249,2850,75,1,86.0,3
14250,2850,116,1,63.5,1
14251,2851,10,1,63.5,1
14252,2851,48,1,79.5,2
14253,2851,47,1,66.3,1
14254,2851,50,1,70.0,2
14255,2851,62,1,65.6,1
14256,2852,31,1,100.0,4
14257,2852,43,1,64.3,1
14258,2852,104,1,91.5,4
14259,2852,9,1,75.1,2
14260,2852,35,1,81.1,3
14261,2853,120,1,76.4,2
14262,2853,89,1,71.5,2
14263,2853,26,1,70.4,2
14264,2853,12,1,77.2,2
14265,2853,21,1,79.5,2
14266,2854,15,1,61.6,1
14267,2854,110,1,72.0,2
14268,2854,111,1,68.0,1
14269,2854,68,1,85.4,3
14270,2854,3,1,73.2,2
14271,2855,41,1,90.4,4
14272,2855,78,1,79.2,2
14273,2855,115,1,67.7,1
14274,2855,92,1,84.9,3
14275,2855,80,1,66.4,1
14276,2856,71,1,67.6,1
14277,2856,70,1,59.8,0
14278,2856,20,1,80.2,3
14279,2856,26,1,87.1,3
14280,2856,99,1,68.8,1
14281,2857,25,1,73.9,2
14282,2857,106,1,77.7,2
14283,2857,120,1,87.6,3
14284,2857,26,1,76.8,2
14285,2857,100,1,65.7,1
14286,2858,57,1,68.6,1
14287,2858,89,1,61.1,1
14288,2858,6,1,84.9,3
14289,2858,60,1,83.8,3
14290,2858,16,1,69.4,1
14291,2859,85,1,78.5,2
14292,2859,65,1,68.5,1
14293,2859,11,1,77.0,2
14294,2859,37,1,55.5,0
14295,2859,63,1,76.1,2
14296,2860,110,1,61.2,1
14297,2860,54,1,80.6,3
14298,2860,102,1,79.0,2
14299,2860,59,1,73.2,2
14300,2860,90,1,86.5,3
14301,2861,104,1,77.3,2
14302,2861,53,1,67.8,1
14303,2861,83,1,53.2,0
14304,2861,95,1,66.6,1
14305,2861,78,1,64.8,1
14306,2862,56,1,55.9,0
14307,2862,10,1,81.9,3
14308,2862,50,1,68.4,1
14309,2862,13,1,70.9,2
14310,2862,28,1,59.2,0
14311,2863,98,1,75.8,2
14312,2863,69,1,75.0,2
14313,2863,94,1,77.4,2
14314,2863,65,1,79.3,2
14315,2863,12,1,83.6,3
14316,2864,95,1,62.6,1
14317,2864,12,1,70.6,2
14318,2864,21,1,65.4,1
14319,2864,87,1,71.6,2
14320,2864,79,1,72.7,2
14321,2865,12,1,62.4,1
14322,2865,11,1,66.4,1
14323,2865,38,1,78.9,2
14324,2865,105,1,80.1,3
14325,2865,103,1,71.8,2
14326,2866,24,1,70.5,2
14327,2866,104,1,70.6,2
14328,2866,25,1,73.7,2
14329,2866,78,1,82.3,3
14330,2866,4,1,69.8,1
14331,2867,29,1,80.3,3
14332,2867,115,1,88.7,3
14333,2867,103,1,84.7,3
14334,2867,10,1,85.6,3
14335,2867,113,1,84.4,3
14336,2868,120,1,71.2,2
14337,2868,53,1,86.2,3
14338,2868,84,1,69.8,1
14339,2868,5,1,66.5,1
14340,2868,44,1,58.4,0
14341,2869,67,1,78.8,2
14342,2869,21,1,79.3,2
14343,2869,47,1,77.0,2
14344,2869,38,1,73.4,2
14345,2869,120,1,72.2,2
14346,2870,6,1,80.2,3
14347,2870,93,1,68.2,1
14348,2870,65,1,70.7,2
14349,2870,68,1,63.9,1
14350,2870,4,1,67.5,1
14351,2871,24,1,73.3,2
14352,2871,96,1,85.0,3
14353,2871,22,1,79.3,2
14354,2871,55,1,63.0,1
14355,2871,109,1,80.1,3
14356,2872,2,1,54.7,0
14357,2872,32,1,86.9,3
14358,2872,116,1,85.9,3
14359,2872,7,1,65.4,1
14360,2872,71,1,79.9,2
14361,2873,85,1,71.7,2
14362,2873,78,1,75.9,2
14363,2873,5,1,78.8,2
14364,2873,90,1,75.0,2
14365,2873,49,1,73.9,2
14366,2874,21,1,88.3,3
14367,2874,57,1,76.4,2
14368,2874,53,1,72.7,2
14369,2874,47,1,88.1,3
14370,2874,2,1,78.4,2
14371,2875,110,1,69.9,1
14372,2875,107,1,86.3,3
14373,2875,10,1,71.0,2
14374,2875,70,1,60.8,1
14375,2875,103,1,71.5,2
14376,2876,73,1,85.4,3
14377,2876,53,1,62.0,1
14378,2876,114,1,79.5,2
14379,2876,30,1,67.0,1
14380,2876,9,1,74.3,2
14381,2877,83,1,79.9,2
14382,2877,18,1,67.3,1
14383,2877,61,1,90.5,4
14384,2877,36,1,83.6,3
14385,2877,92,1,81.2,3
14386,2878,9,1,87.0,3
14387,2878,94,1,77.6,2
14388,2878,62,1,82.3,3
14389,2878,20,1,72.2,2
14390,2878,77,1,78.9,2
14391,2879,117,1,71.8,2
14392,2879,7,1,86.0,3
14393,2879,8,1,69.5,1
14394,2879,44,1,79.4,2
14395,2879,86,1,86.0,3
14396,2880,103,1,68.9,1
14397,2880,28,1,81.9,3
14398,2880,35,1,80.9,3
14399,2880,55,1,67.0,1
14400,2880,30,1,77.2,2
14401,2881,82,1,70.8,2
14402,2881,38,1,83.5,3
14403,2881,46,1,69.1,1
14404,2881,21,1,70.3,2
14405,2881,68,1,67.8,1
14406,2882,119,1,67.3,1
14407,2882,62,1,70.2,2
14408,2882,106,1,79.3,2
14409,2882,8,1,80.7,3
14410,2882,26,1,80.1,3
14411,2883,88,1,79.1,2
14412,2883,57,1,69.0,1
14413,2883,10,1,78.9,2
14414,2883,30,1,66.7,1
14415,2883,71,1,86.4,3
14416,2884,104,1,60.4,1
14417,2884,59,1,76.7,2
14418,2884,118,1,76.1,2
14419,2884,73,1,74.2,2
14420,2884,81,1,60.4,1
14421,2885,21,1,84.9,3
14422,2885,3,1,75.3,2
14423,2885,30,1,73.5,2
14424,2885,8,1,83.9,3
14425,2885,110,1,69.7,1
14426,2886,14,1,70.3,2
14427,2886,33,1,68.8,1
14428,2886,106,1,71.4,2
14429,2886,85,1,81.1,3
14430,2886,88,1,81.9,3
14431,2887,106,1,74.6,2
14432,2887,56,1,78.0,2
14433,2887,24,1,75.9,2
14434,2887,5,1,83.6,3
14435,2887,70,1,69.6,1
14436,2888,102,1,69.3,1
14437,2888,69,1,67.0,1
14438,2888,48,1,87.2,3
14439,2888,49,1,76.8,2
14440,2888,28,1,80.9,3
14441,2889,52,1,74.8,2
14442,2889,86,1,93.4,4
14443,2889,62,1,81.9,3
14444,2889,53,1,82.7,3
14445,2889,112,1,66.4,1
14446,2890,3,1,88.4,3
14447,2890,14,1,79.6,2
14448,2890,32,1,76.2,2
14449,2890,58,1,76.6,2
14450,2890,56,1,78.7,2
14451,2891,42,1,70.9,2
14452,2891,13,1,76.5,2
14453,2891,2,1,74.3,2
14454,2891,10,1,77.7,2
14455,2891,108,1,61.7,1
14456,2892,119,1,75.0,2
14457,2892,85,1,81.7,3
14458,2892,105,1,77.5,2
14459,2892,76,1,85.3,3
14460,2892,89,1,79.3,2
14461,2893,34,1,86.1,3
14462,2893,106,1,70.8,2
14463,2893,55,1,79.0,2
14464,2893,58,1,77.9,2
14465,2893,31,1,64.6,1
14466,2894,46,1,67.5,1
14467,2894,38,1,74.2,2
14468,2894,55,1,96.5,4
14469,2894,42,1,66.7,1
14470,2894,18,1,61.1,1
14471,2895,101,1,75.1,2
14472,2895,117,1,63.8,1
14473,2895,59,1,61.1,1
14474,2895,27,1,68.3,1
14475,2895,26,1,58.4,0
14476,2896,95,1,80.0,3
14477,2896,22,1,83.1,3
14478,2896,45,1,79.0,2
14479,2896,27,1,73.1,2
14480,2896,18,1,66.8,1
14481,2897,87,1,81.5,3
14482,2897,59,1,63.4,1
14483,2897,105,1,67.4,1
14484,2897,32,1,59.5,0
14485,2897,114,1,62.1,1
14486,2898,99,1,66.0,1
14487,2898,16,1,64.8,1
14488,2898,56,1,88.7,3
14489,2898,93,1,81.5,3
14490,2898,52,1,74.7,2
14491,2899,12,1,80.6,3
14492,2899,104,1,68.3,1
14493,2899,82,1,81.6,3
14494,2899,57,1,70.8,2
14495,2899,111,1,81.6,3
14496,2900,108,1,68.6,1
14497,2900,49,1,55.7,0
14498,2900,60,1,76.4,2
14499,2900,33,1,71.5,2
14500,2900,18,1,81.6,3
14501,2901,38,1,73.6,2
14502,2901,106,1,86.7,3
14503,2901,93,1,80.2,3
14504,2901,61,1,80.3,3
14505,2901,80,1,80.1,3
14506,2902,78,1,84.9,3
14507,2902,6,1,74.2,2
14508,2902,67,1,76.0,2
14509,2902,70,1,67.6,1
14510,2902,22,1,67.5,1
14511,2903,101,1,75.2,2
14512,2903,65,1,67.5,1
14513,2903,3,1,83.6,3
14514,2903,19,1,82.8,3
14515,2903,80,1,76.6,2
14516,2904,36,1,73.2,2
14517,2904,10,1,66.5,1
14518,2904,91,1,65.4,1
14519,2904,103,1,72.2,2
14520,2904,119,1,83.7,3
