student_id,household_income_usd,scholarship_flag,aid_amount_usd,work_hours_per_week,outstanding_balance_usd
976,27480,0,9393,12,0
977,26331,0,9844,28,0
978,44456,0,8673,0,53
979,11550,0,7225,8,432
980,24667,0,11128,9,0
981,33366,1,9791,0,0
982,23002,0,7415,15,0
983,35187,1,8542,7,788
984,33961,0,6824,5,869
985,50386,0,9348,2,0
986,25220,1,12491,13,1914
987,10000,1,7127,16,0
988,11748,0,8846,11,1322
989,39267,0,4421,19,1444
990,33152,0,10521,15,1511
991,25964,0,13885,26,80
992,27120,1,12203,3,688
993,20154,0,6731,1,452
994,20196,0,12101,17,2044
995,21413,0,3055,10,388
996,25146,0,9209,1,1710
997,31991,0,19310,4,0
998,28397,0,4484,18,102
999,24428,0,6705,20,358
1000,45135,1,9122,18,615
1001,50083,0,3527,13,557
1002,66385,1,6997,10,125
1003,26553,0,8118,11,0
1004,21757,1,16436,14,0
1005,28619,0,9919,13,1041
1006,21394,1,14483,4,1303
1007,29451,0,11344,20,373
1008,37957,0,9388,12,0
1009,31695,0,839,0,0
1010,26987,1,16455,2,1709
1011,43617,0,12117,9,1032
1012,81298,0,9131,14,0
1013,19446,0,2876,12,868
1014,36337,0,2170,6,658
1015,26519,1,5209,22,1430
1016,17920,0,5247,18,735
1017,19307,0,9470,12,529
1018,23298,0,7004,0,1092
1019,76416,0,8372,10,1385
1020,52675,1,12215,9,608
1021,17397,0,13239,0,0
1022,41223,1,7482,16,1063
1023,16606,0,1330,14,1098
1024,20419,0,4791,4,854
1025,65368,1,12410,14,935
1026,97739,0,11348,20,191
1027,10000,0,11439,16,707
1028,30287,0,5221,7,1368
1029,37971,0,9306,31,941
1030,25217,0,14083,15,1357
1031,32350,0,11002,7,1342
1032,23310,0,973,25,2058
1033,43323,0,7802,0,1513
1034,24221,0,6657,3,165
1035,41588,0,2020,8,242
1036,53704,1,15872,20,0
1037,49362,1,4462,7,0
1038,26625,0,7588,11,984
1039,10000,0,13232,5,1330
1040,39892,0,4491,18,0
1041,12489,0,7870,16,1251
1042,39238,0,9960,0,721
1043,37407,0,4798,12,1516
1044,26255,0,5699,14,1547
1045,30949,0,9205,10,920
1046,71174,0,10550,11,337
1047,64683,0,11146,6,847
1048,24081,0,4131,19,1391
1049,10000,0,1503,6,1597
1050,76311,1,13413,20,374
1051,11536,0,12985,12,1646
1052,31405,0,18380,8,487
1053,28452,0,20515,12,2720
1054,38608,0,15044,13,199
1055,64834,0,3862,9,0
1056,30834,0,7232,9,1317
1057,21964,0,10579,4,1224
1058,35270,1,11853,24,0
1059,13124,1,9327,6,543
1060,19724,1,15296,2,1076
1061,26188,0,6009,15,635
1062,41186,0,8897,0,1361
1063,68311,0,8306,12,934
1064,56884,0,9920,3,1269
1065,51657,0,10198,16,805
1066,57254,0,4561,10,1413
1067,42340,0,0,5,1426
1068,31148,0,6147,11,749
1069,16317,0,8999,16,588
1070,30305,0,9983,8,325
1071,11098,0,5545,9,389
1072,21737,0,9162,19,857
1073,30913,0,9071,15,1190
1074,30816,1,7344,8,1535
1075,20383,1,9347,13,0
1076,10570,0,3203,9,0
1077,21236,0,164,20,485
1078,25513,0,12888,0,708
1079,33307,1,10798,16,0
1080,45040,0,6640,16,781
1081,24719,1,11518,6,0
1082,23603,0,9862,5,708
1083,20254,1,18068,21,0
1084,28504,1,15362,10,156
1085,52084,0,9401,23,811
1086,15862,0,16578,4,1063
1087,10000,1,9635,11,686
1088,33709,1,14853,7,0
1089,60200,0,5876,9,909
1090,35728,1,10216,15,0
1091,16402,0,10683,6,966
1092,27913,1,10868,11,1939
1093,30740,0,9165,6,350
1094,45681,0,9002,17,2268
1095,17664,0,13213,27,1090
1096,76431,0,8391,22,405
1097,23208,0,5625,4,2118
1098,20018,1,9794,8,601
1099,35345,0,13172,12,0
1100,12884,0,11426,0,108
1101,102169,0,7573,12,664
1102,39323,0,4894,16,46
1103,25160,0,5795,12,311
1104,16461,0,7943,11,119
1105,26547,1,9668,7,1059
1106,53274,0,5083,9,2187
1107,23635,0,11802,8,498
1108,18902,0,5728,4,0
1109,45369,0,4386,19,543
1110,15841,1,9211,25,0
1111,34214,0,9863,7,3107
1112,38069,0,4327,4,1471
1113,37435,0,8201,6,1842
1114,38517,1,8265,4,1273
1115,16809,0,6692,8,0
1116,26565,1,9962,14,933
1117,25567,0,10368,22,935
1118,32290,0,8038,0,1472
1119,10102,0,18478,20,891
1120,12843,1,12760,12,0
1121,108691,0,9630,0,2247
1122,45949,0,6787,2,1284
1123,26168,0,5978,16,341
1124,31120,0,12042,5,605
1125,99789,0,1655,9,1003
1126,10000,0,12497,11,342
1127,31838,0,12650,21,703
1128,24224,0,7526,2,873
1129,62665,0,12620,17,463
1130,41952,1,8853,22,1186
1131,108932,1,9630,4,356
1132,48463,0,10035,18,109
1133,22802,0,6518,8,1401
1134,25817,0,10854,6,1115
1135,44842,0,6142,9,585
1136,71089,0,9102,14,81
1137,19437,0,18552,6,1287
1138,34669,1,11923,19,561
1139,10000,0,12347,9,415
1140,24938,0,11649,0,140
1141,83731,0,71,11,0
1142,73960,0,7626,2,1412
1143,46611,0,13483,10,0
1144,86464,0,3261,15,0
1145,25414,0,7307,7,529
1146,28588,1,18524,0,834
1147,25140,0,3487,4,1811
1148,44035,0,12604,22,852
1149,171415,1,6550,14,0
1150,37049,0,10274,19,0
1151,14994,0,10926,25,1820
1152,15339,0,11232,28,581
1153,17630,0,4246,14,0
1154,18270,0,12699,10,0
1155,17320,0,5176,7,1077
1156,33908,0,1740,13,0
1157,12633,0,4091,16,521
1158,39894,1,6665,18,289
1159,53786,1,13027,4,2010
1160,20484,0,12072,4,0
1161,36565,0,8591,10,1716
1162,44327,0,4166,12,2397
1163,50363,0,5889,25,0
1164,31765,0,7656,0,0
1165,16837,0,3071,7,846
1166,31719,0,3571,19,654
1167,27067,0,7979,4,1683
1168,32335,0,7160,12,0
1169,16401,0,3595,20,780
1170,11959,0,13199,17,956
1171,10000,0,5207,17,693
1172,10380,0,3244,10,276
1173,10000,1,15150,13,563
1174,54983,0,9223,13,3078
1175,34568,0,6847,8,0
1176,30453,0,5198,19,2427
1177,24206,0,6523,2,205
1178,10000,0,5060,7,0
1179,37459,1,7930,19,0
1180,34059,0,8692,0,490
1181,30561,0,4367,13,707
1182,18754,0,0,21,663
1183,19628,0,14771,6,286
1184,40695,1,5146,15,1894
1185,18761,0,1585,13,0
1186,56260,1,14855,17,309
1187,77631,0,6121,12,576
1188,58182,0,9372,21,564
1189,31482,0,11361,15,0
1190,28119,0,11715,19,678
1191,31540,0,10041,18,913
1192,44697,0,5313,23,928
1193,71179,0,2821,4,947
1194,41437,0,15201,2,9
1195,10728,0,8525,20,0
1196,17042,0,9863,13,0
1197,27153,1,8059,27,0
1198,53728,1,11310,0,0
1199,117593,1,8310,11,430
1200,31048,0,6850,12,491
1201,44392,0,2606,19,0
1202,11748,0,9796,28,995
1203,19494,0,0,12,407
1204,36801,0,12512,15,978
1205,10000,0,15663,0,158
1206,34468,0,6211,14,163
1207,23687,1,13550,14,1247
1208,30554,0,6451,7,0
1209,19361,0,7969,14,590
1210,40698,0,5785,14,935
1211,56109,1,8305,25,1492
1212,46509,0,6305,6,860
1213,45670,1,2349,5,0
1214,41835,1,11313,5,179
1215,29426,1,2479,9,0
1216,22862,1,8413,0,63
1217,51758,1,2881,10,1459
1218,17486,0,6506,12,1652
1219,40153,0,9039,24,382
1220,39516,1,15452,11,2047
1221,15836,0,7807,22,90
1222,16874,0,6812,19,753
1223,40385,0,3522,13,0
1224,33743,0,4501,11,535
1225,36887,0,12687,16,652
1226,26132,0,9840,17,78
1227,74560,0,4363,8,1513
1228,42336,0,0,17,0
1229,66624,1,16561,11,0
1230,25386,0,3041,16,684
1231,54133,0,7955,25,0
1232,24608,0,4499,9,1186
1233,24404,1,5604,0,437
1234,14275,0,8734,12,1153
1235,39063,0,11426,3,662
1236,16087,0,10630,14,851
1237,20538,0,10394,4,525
1238,13197,0,3904,11,1559
1239,10000,1,10675,25,1454
1240,28290,0,9329,27,907
1241,19375,0,2340,15,836
1242,36250,0,0,5,1162
1243,28831,0,8205,19,486
1244,55665,0,4695,8,880
1245,94448,0,2832,0,54
1246,59225,0,0,28,0
1247,30273,0,5177,12,515
1248,44522,0,14301,16,1407
1249,65372,0,11446,9,1152
1250,21985,0,13862,16,0
1251,50871,0,5036,5,39
1252,65109,0,12290,11,285
1253,31239,1,14951,19,0
1254,39387,0,13944,11,2
1255,101466,0,6975,5,0
1256,20435,1,8083,19,319
1257,25299,0,7649,9,207
1258,41506,0,8368,9,1263
1259,17472,0,2763,3,818
1260,28449,0,5705,24,1458
1261,14310,0,12451,21,0
1262,10000,1,7770,10,0
1263,34345,0,8293,5,877
1264,13360,0,9904,17,819
1265,17104,0,12980,15,336
1266,54957,0,10416,9,1372
1267,32921,1,13726,11,561
1268,29080,0,9731,17,2426
1269,23782,1,11161,14,681
1270,74849,0,11490,15,98
1271,113899,0,0,14,1854
1272,42784,0,10826,18,616
1273,10000,1,1696,8,1092
1274,29123,0,5936,13,0
1275,15773,1,13584,6,887
1276,22712,0,7345,7,559
1277,39682,0,7719,27,1138
1278,31680,0,8960,1,321
1279,13067,0,15427,17,0
1280,19627,0,0,34,1167
1281,59212,0,5113,26,590
1282,77158,0,13576,17,68
1283,67440,0,6990,27,709
1284,13219,0,7218,15,732
1285,24074,0,10733,10,948
1286,19215,0,3021,12,925
1287,44355,0,11530,19,1719
1288,24918,0,6538,29,348
1289,16179,0,7340,21,1410
1290,72230,0,4745,11,291
1291,21017,0,10018,7,0
1292,54539,0,6735,0,1623
1293,20618,1,11102,11,0
1294,47683,1,8513,4,1245
1295,24487,1,9829,19,663
1296,15934,0,5762,10,779
1297,59337,0,6610,20,1496
1298,19448,0,4570,32,0
1299,31753,0,4038,11,1253
1300,13635,0,15003,13,1122
1301,13006,0,8736,15,0
1302,74836,0,0,10,608
1303,32334,1,9530,13,1298
1304,27904,1,13940,9,0
1305,23073,0,1323,23,445
1306,18642,0,10240,10,1477
1307,42185,0,7753,2,0
1308,69720,0,891,3,812
1309,48558,0,5447,5,821
1310,42891,1,9128,8,766
1311,24629,1,4859,19,0
1312,43521,0,4933,18,558
1313,95739,1,10915,19,610
1314,25348,0,8945,12,461
1315,36882,0,9729,20,1241
1316,67248,0,5305,10,596
1317,95814,1,14317,0,773
1318,32335,0,7424,20,0
1319,49460,1,8250,7,0
1320,25527,1,9040,10,69
1321,36122,0,9393,9,136
1322,25697,0,9136,16,615
1323,60172,1,8130,13,0
1324,81293,0,11730,10,0
1325,14418,0,7125,25,685
1326,27918,0,10700,11,550
1327,21490,0,13429,10,837
1328,24554,1,7952,18,2317
1329,25716,0,6421,21,0
1330,17663,0,3505,19,626
1331,35157,1,6207,7,562
1332,14777,0,10657,15,682
1333,50498,1,12619,13,2289
1334,35464,1,2606,10,0
1335,15730,0,3880,5,284
1336,15238,0,13505,14,593
1337,47534,0,4583,21,1012
1338,19491,0,6921,25,1157
1339,75237,1,10142,21,0
1340,10000,0,8614,8,450
1341,15815,0,2132,5,0
1342,23609,0,8617,0,884
1343,29180,0,0,20,720
1344,44270,0,5356,19,127
1345,26340,0,6542,8,2022
1346,24521,0,1449,6,362
1347,19854,1,12614,22,335
1348,18495,0,4314,20,0
1349,19385,0,14680,22,0
1350,28376,0,9617,16,647
1351,10000,0,6988,17,0
1352,41028,0,10909,0,748
1353,30996,0,1267,9,2973
1354,27710,1,10698,28,761
1355,58845,0,2929,7,748
1356,42487,0,11236,14,1394
1357,32099,0,6151,24,1673
1358,44009,0,0,19,763
1359,20464,0,2485,4,750
1360,42449,0,7964,3,160
1361,48659,0,9340,25,1041
1362,10000,0,1707,18,1079
1363,85987,0,495,15,631
1364,36332,0,6232,16,0
1365,42889,0,14367,9,754
1366,56943,0,5805,5,1219
1367,27390,1,10841,16,0
1368,23162,0,0,7,807
1369,35591,0,18781,7,1204
1370,155690,1,5557,9,859
1371,27992,0,8347,18,2047
1372,20243,0,537,6,38
1373,66521,0,9609,6,0
1374,10000,0,5566,4,0
1375,27845,0,8898,11,141
1376,20302,0,6774,20,40
1377,43362,0,9854,11,1248
1378,32265,0,12140,12,0
1379,15366,0,2316,14,29
1380,43839,1,16620,9,1362
1381,18172,0,5097,5,449
1382,28899,1,11771,9,0
1383,23011,0,4411,7,205
1384,48472,1,10466,11,1634
1385,22577,1,8457,8,450
1386,10000,0,15881,14,846
1387,15228,0,4842,11,440
1388,30881,0,14378,7,1883
1389,20015,0,3922,24,347
1390,60798,1,16374,16,145
1391,16115,0,11888,10,1173
1392,42025,0,6485,8,1071
1393,48279,0,7288,19,466
1394,33047,0,8618,5,755
1395,38002,0,8004,23,1153
1396,27422,0,9608,1,151
1397,35078,0,8462,34,1241
1398,22211,1,5985,9,670
1399,34057,0,5865,2,830
1400,25017,1,11107,7,144
1401,25013,0,3677,10,593
1402,19950,0,5873,7,0
1403,26104,0,10109,15,170
1404,73516,1,10960,14,1502
1405,25724,0,6816,37,0
1406,52261,0,12055,13,130
1407,40713,0,11871,1,0
1408,34481,0,5633,11,906
1409,35296,0,10648,13,1727
1410,30111,0,4408,8,409
1411,20969,0,9037,17,0
1412,83353,0,8995,18,1159
1413,56094,0,8000,7,513
1414,30512,0,6927,9,965
1415,30991,0,8220,0,1151
1416,41753,0,7934,5,114
1417,15759,0,0,10,0
1418,18589,0,13531,13,0
1419,10000,0,10500,11,2070
1420,26189,0,6151,5,181
1421,60774,0,11784,21,236
1422,25104,1,7908,20,1055
1423,110688,1,0,21,549
1424,22894,0,9347,24,0
1425,33084,0,1562,4,0
1426,25160,1,4646,15,754
1427,10000,0,3650,19,0
1428,25206,1,10376,30,1855
1429,17948,0,8660,24,0
1430,34226,0,12224,10,0
1431,63927,0,3070,0,0
1432,24060,0,5067,2,1004
1433,37154,1,15132,17,0
1434,26160,0,10086,12,1840
1435,50943,0,9231,6,1607
1436,116819,0,7850,0,1324
1437,72474,1,11602,19,0
1438,20542,0,8119,3,807
1439,68091,0,8396,23,0
1440,35601,0,9834,4,1735
1441,62259,1,6354,8,847
1442,16062,0,8752,7,1002
1443,28192,0,207,17,252
1444,33097,0,8019,7,690
1445,28786,0,5992,10,622
1446,35380,0,11261,9,765
1447,27835,1,4412,5,1062
1448,24008,1,10777,12,0
1449,22598,1,12471,14,729
1450,18193,0,10976,18,1660
1451,35775,0,5391,17,246
1452,27296,0,6580,18,1726
1453,21510,0,9663,0,0
1454,12097,1,5384,12,2051
1455,41074,1,8210,5,0
1456,44596,1,6517,12,685
1457,16940,0,764,13,834
1458,31629,0,13864,14,648
1459,21438,0,8104,0,0
1460,45751,1,5806,31,1484
1461,22083,0,0,30,0
1462,22139,0,9281,7,2681
1463,32164,0,1739,3,0
1464,23109,1,7322,35,1428
1465,22178,0,7809,21,0
1466,20561,0,3030,18,23
1467,22802,1,16611,2,0
1468,23743,0,3896,25,1605
1469,29963,0,3034,5,1072
1470,26979,0,8909,11,0
1471,40004,0,6576,23,0
1472,14882,0,15721,9,0
1473,104143,0,13634,14,338
1474,30130,0,14003,21,310
1475,53252,0,10199,2,1440
1476,39726,0,10685,21,493
1477,31965,0,6512,25,1981
1478,38976,1,12705,11,0
1479,36453,1,7363,22,329
1480,26758,0,7477,6,114
1481,125022,1,4440,0,136
1482,58038,0,6241,0,1226
1483,11424,1,12238,16,1102
1484,55857,0,12372,16,0
1485,31023,0,9804,7,503
1486,79379,1,15495,21,736
1487,24445,0,2327,7,1699
1488,10000,0,10098,2,1926
1489,24083,0,4484,4,945
1490,11370,1,11677,23,723
1491,19763,0,4746,19,971
1492,21111,0,5721,11,0
1493,37295,0,11418,10,153
1494,34645,1,10975,7,0
1495,43653,0,4660,0,1497
1496,41472,0,1968,0,306
1497,95302,0,4490,11,402
1498,29761,0,7718,17,746
1499,40478,0,3148,9,980
1500,50553,0,8985,0,2078
1501,20181,0,3611,25,680
1502,13926,0,7231,1,506
1503,37088,0,9305,12,1571
1504,23395,1,8059,13,550
1505,47483,0,12245,31,0
1506,46195,0,9475,4,0
1507,53823,0,4288,12,895
1508,18555,0,3475,13,490
1509,21064,1,16211,3,1891
1510,31704,1,14396,14,423
1511,26718,0,6576,9,0
1512,39103,1,11157,10,1214
1513,67245,0,6849,6,673
1514,28006,0,10607,21,1280
1515,13183,1,10658,11,779
1516,10000,0,0,6,792
1517,13695,0,12570,0,725
1518,13427,1,15403,27,139
1519,44371,0,6101,13,665
1520,28889,1,11243,22,646
1521,31096,0,12341,22,1929
1522,45843,0,21589,15,633
1523,67357,0,10106,19,374
1524,26453,0,9399,22,1463
1525,46427,0,11444,4,0
1526,36729,0,11837,19,1023
1527,11679,0,10127,14,0
1528,12203,0,2844,5,0
1529,24249,1,10708,19,1508
1530,33461,1,11177,4,317
1531,39670,0,2125,16,0
1532,26407,1,12544,14,0
1533,10746,0,3481,7,453
1534,23844,0,13278,27,2493
1535,10000,0,4800,19,0
1536,26297,0,11776,6,1289
1537,41618,0,5260,22,175
1538,38458,1,15050,9,564
1539,21997,1,15540,9,8
1540,37900,0,10259,20,1401
1541,15186,0,5480,17,802
1542,20229,0,9686,10,0
1543,11003,0,5084,25,1321
1544,21616,0,3443,6,1745
1545,18673,0,5945,23,1517
1546,23264,0,7795,6,2528
1547,25260,0,5454,15,1481
1548,34531,0,6946,9,699
1549,10000,1,7769,18,131
1550,17748,0,8057,0,1344
1551,53479,0,7091,4,71
1552,54034,0,1932,17,1576
1553,30743,0,7853,19,446
1554,31143,0,4808,7,900
1555,15118,0,4380,21,0
1556,23765,1,6352,6,399
1557,48692,0,8698,16,0
1558,14091,0,9604,11,1949
1559,32429,0,8513,0,372
1560,41529,0,10913,26,546
1561,30590,1,10003,8,0
1562,27193,1,10525,6,0
1563,27026,0,4582,9,0
1564,40149,0,9976,9,0
1565,33415,0,7423,14,0
1566,40002,0,10504,8,0
1567,23858,0,7613,8,1194
1568,24527,1,10012,16,232
1569,41330,1,6843,12,1066
1570,17411,0,7364,16,219
1571,15105,0,16133,10,794
1572,116273,0,592,14,1135
1573,38316,0,6181,0,25
1574,25658,1,13132,21,1586
1575,19599,0,5140,9,648
1576,17131,0,8441,10,0
1577,28886,0,7603,16,80
1578,28079,0,11401,14,313
1579,38687,0,7021,17,229
1580,13636,0,1414,23,0
1581,13974,1,16757,10,0
1582,34753,1,9486,12,1132
1583,37493,1,10634,34,416
1584,51134,0,6185,8,816
1585,80578,1,10665,7,783
1586,25296,0,11931,18,407
1587,44468,1,9420,20,0
1588,15925,0,4884,19,124
1589,10000,1,4779,7,722
1590,16522,0,12698,11,0
1591,22304,1,8236,12,917
1592,108051,0,10209,10,1710
1593,10962,0,10770,13,0
1594,46381,0,7099,10,1028
1595,20849,0,7686,24,443
1596,40079,0,8047,4,1008
1597,30497,0,11223,26,141
1598,17174,0,4743,2,1705
1599,54978,0,7187,28,448
1600,38919,1,11172,19,740
1601,29473,1,11254,6,923
1602,35463,0,10486,12,708
1603,23047,0,2681,18,743
1604,10000,0,6693,18,825
1605,31801,0,9633,11,206
1606,113095,0,2797,4,369
1607,49374,1,17026,20,1427
1608,35451,0,1805,14,0
1609,37469,0,3458,23,0
1610,29711,0,5144,11,0
1611,10000,0,4693,14,0
1612,15820,1,12006,23,0
1613,28621,0,8341,14,420
1614,51742,0,4443,2,1024
1615,89183,0,16299,0,905
1616,15588,0,11001,0,1089
1617,44085,0,9041,5,98
1618,10000,0,10879,9,2149
1619,24371,1,11597,19,573
1620,29236,0,8782,20,1681
1621,81730,0,10018,0,268
1622,18221,0,7839,17,49
1623,24128,1,12684,9,825
1624,53928,1,10318,15,0
1625,19148,0,6891,27,0
1626,21644,0,14527,5,1581
1627,12521,1,10334,16,684
1628,43217,0,7013,21,355
1629,12584,0,4565,13,1677
1630,55905,0,4006,7,18
1631,14060,1,10174,7,2712
1632,18875,1,8552,8,467
1633,14714,0,5038,14,0
1634,25091,1,15175,7,1407
1635,56725,0,12167,17,28
1636,19553,0,4015,15,656
1637,16509,0,6626,0,2222
1638,29419,1,3507,21,324
1639,28573,0,6031,30,599
1640,44668,0,5281,8,752
1641,13507,0,7357,19,1571
1642,34296,0,4454,23,405
1643,62563,0,908,18,1884
1644,16172,0,5796,16,411
1645,33334,0,13036,0,1248
1646,16151,0,5458,10,150
1647,57363,1,17758,11,756
1648,82070,0,4649,23,1052
1649,14553,1,10319,2,599
1650,35418,0,9292,28,0
1651,36838,0,3833,25,306
1652,32212,0,1379,4,1365
1653,25957,0,12344,2,249
1654,21104,1,14379,21,2269
1655,11622,0,13572,10,718
1656,26974,0,4726,10,718
1657,49936,1,11476,20,847
1658,57651,1,10155,3,712
1659,33117,0,7606,20,1969
1660,16430,0,6465,2,325
1661,13790,0,11102,2,952
1662,20519,0,18517,19,1458
1663,10000,0,9107,18,1944
1664,10000,0,8713,0,908
1665,13266,0,5376,19,0
1666,35852,0,10693,27,0
1667,11125,0,0,13,943
1668,36219,0,6670,22,1007
1669,18103,0,9458,10,694
1670,61186,0,8982,21,394
1671,20733,0,7617,0,553
1672,22536,0,629,7,535
1673,18955,0,13986,35,503
1674,19194,0,8919,24,921
1675,31343,0,7908,10,626
1676,35317,0,13035,12,48
1677,28928,0,12836,3,324
1678,13851,0,7142,12,0
1679,37951,0,6964,0,0
1680,14386,0,9893,16,643
1681,15480,0,12938,8,813
1682,21161,0,11944,18,0
1683,47339,0,4136,7,988
1684,15015,0,3653,7,830
1685,37068,0,4545,19,64
1686,10000,0,10193,9,527
1687,40268,0,6463,9,0
1688,55666,1,11988,24,1062
1689,42815,1,4813,24,0
1690,28849,0,4692,19,450
1691,19587,0,9965,12,1605
1692,16903,0,1813,32,569
1693,17895,1,17120,23,203
1694,20729,0,12443,7,0
1695,52103,0,13540,18,2313
1696,27654,1,13075,4,0
1697,47587,0,509,16,1594
1698,184601,0,12496,11,272
1699,80146,1,12909,8,741
1700,29456,1,8657,16,485
1701,21250,0,6193,5,0
1702,49019,0,11125,10,0
1703,48974,0,1660,16,1618
1704,41058,0,11676,13,0
1705,72049,0,5423,11,464
1706,16871,0,8657,10,1983
1707,35307,1,10800,10,967
1708,29080,1,4588,25,966
1709,44770,1,3538,20,991
1710,22550,1,10999,0,552
1711,37085,0,7797,4,262
1712,10170,0,9120,2,1532
1713,29383,0,3942,8,0
1714,83047,0,11503,22,1009
1715,21771,1,14849,6,0
1716,27972,0,6894,16,82
1717,56480,0,3377,21,1521
1718,39442,0,5737,0,347
1719,10648,0,9165,8,96
1720,27330,0,9791,0,1946
1721,37421,1,17806,7,0
1722,67517,0,11293,16,2164
1723,60325,0,6990,0,796
1724,28608,0,10127,12,1529
1725,43530,0,9320,0,0
1726,28369,1,10194,2,1365
1727,21983,1,16652,22,1312
1728,57385,0,5492,18,140
1729,55121,0,10402,2,294
1730,34942,0,10329,12,0
1731,20092,1,17269,10,0
1732,29259,0,0,14,1238
1733,30434,0,12863,19,471
1734,51710,0,3567,32,0
1735,24754,0,1878,9,968
1736,30243,0,4205,28,1687
1737,33263,0,2082,5,1444
1738,25292,1,14746,11,1498
1739,34673,1,16460,8,0
1740,31790,0,5182,9,970
1741,18223,1,9166,14,0
1742,21300,0,12522,18,0
1743,12771,0,14684,15,1363
1744,19085,0,8602,18,903
1745,69979,1,8245,18,1682
1746,44222,1,4321,15,468
1747,18365,0,3207,11,1596
1748,26503,1,16515,7,832
1749,17645,0,3249,8,0
1750,45967,1,11567,23,1374
1751,34581,0,7034,8,596
1752,44776,1,8620,17,812
1753,24603,0,1791,24,1488
1754,54203,0,7112,16,2467
1755,14545,1,16529,14,325
1756,20832,1,9954,26,1080
1757,23416,1,12265,13,511
1758,48110,1,4120,9,57
1759,21461,0,7550,25,506
1760,16652,1,9259,9,1249
1761,29899,1,9513,13,1223
1762,128316,0,9723,8,0
1763,16552,0,8977,0,388
1764,62522,1,6062,0,1952
1765,29596,1,7077,3,0
1766,29834,0,8003,12,0
1767,20710,0,16486,13,1525
1768,43268,1,6995,15,388
1769,55440,0,6142,7,0
1770,73351,1,8678,6,451
1771,35292,0,9325,37,138
1772,19630,0,11853,7,0
1773,86894,0,9553,16,2433
1774,22658,0,3854,21,0
1775,18708,0,10516,16,77
1776,35367,0,14070,10,748
1777,16676,0,8175,3,0
1778,22033,0,6956,3,1566
1779,43301,0,15006,9,0
1780,166649,1,4754,11,0
1781,41742,1,10534,12,1101
1782,60531,0,9403,6,1070
1783,21933,1,11179,8,590
1784,34900,1,12566,23,0
1785,10000,0,3297,4,208
1786,13367,0,6927,7,625
1787,32659,0,6475,2,0
1788,36763,1,5525,35,1720
1789,49360,0,2214,0,2059
1790,26535,0,13063,9,0
1791,73523,0,8648,27,1922
1792,41366,0,4234,23,434
1793,10017,0,4247,15,0
1794,10029,0,7859,16,990
1795,32117,0,11642,3,345
1796,25789,0,4473,0,932
1797,33960,0,10231,7,1334
1798,24303,0,13785,8,1137
1799,20739,0,10174,16,19
1800,19134,0,4779,11,2000
1801,28731,0,7558,25,314
1802,49208,1,8798,14,1227
1803,15588,1,8100,0,1193
1804,27359,0,7913,1,894
1805,69899,0,5929,9,945
1806,10460,0,4243,6,0
1807,43718,0,9852,12,321
1808,26237,1,13767,18,0
1809,18618,0,12128,17,1349
1810,21320,0,3908,3,208
1811,55255,0,12033,22,272
1812,27498,1,16373,9,164
1813,15593,1,5804,12,200
1814,17678,0,4426,5,485
1815,22039,0,2967,15,308
1816,50047,0,3608,15,749
1817,21992,1,15718,24,445
1818,29294,0,4382,7,0
1819,19637,0,10861,13,1227
1820,23410,1,3827,15,824
1821,26980,1,4549,14,1185
1822,17014,0,4807,22,636
1823,18607,0,10327,6,976
1824,21745,1,9208,16,0
1825,73203,1,9725,17,237
1826,30836,1,6851,9,1069
1827,17374,0,5813,14,233
1828,49330,1,5422,14,1662
1829,50930,0,10744,16,1768
1830,17159,0,9389,9,820
1831,78827,0,6794,6,652
1832,37419,0,6665,13,2233
1833,38249,0,9084,18,0
1834,36924,0,11799,4,883
1835,36410,0,5438,19,1418
1836,27745,0,10700,13,0
1837,43905,1,7444,11,0
1838,24388,0,7076,12,1365
1839,76425,0,7216,3,478
1840,10000,0,12460,14,1002
1841,17223,1,8060,10,0
1842,36798,0,0,14,0
1843,28348,1,6129,11,199
1844,21990,0,15778,8,1598
1845,33024,0,1386,3,1160
1846,14347,1,2483,0,0
1847,15966,0,11236,9,0
1848,27549,0,10760,0,1090
1849,37434,0,6535,1,685
1850,19343,1,12112,19,923
1851,10107,1,8239,5,253
1852,34127,0,4106,17,166
1853,39790,0,14800,16,564
1854,15447,1,7320,6,0
1855,23493,0,2604,20,0
1856,51325,0,1259,23,0
1857,14834,0,13242,0,180
1858,29158,0,8689,19,0
1859,19951,1,13358,7,65
1860,110271,1,17439,0,480
1861,14239,0,5965,14,1225
1862,10000,0,16481,16,390
1863,42777,1,9514,12,664
1864,24455,0,8296,26,279
1865,16021,0,13590,18,716
1866,22137,0,8165,11,514
1867,73832,0,11346,13,0
1868,29786,0,6076,36,439
1869,71599,1,11598,16,509
1870,14134,1,15604,23,827
1871,57084,0,10401,20,0
1872,16629,0,6352,3,284
1873,62075,0,8320,4,1171
1874,59107,0,6376,12,0
1875,16368,1,9689,11,118
1876,38308,0,14028,14,1705
1877,33662,0,8532,22,0
1878,52139,0,11436,19,0
1879,15070,0,10005,0,1278
1880,23297,1,15200,7,0
1881,30602,0,3819,25,422
1882,73337,0,8830,17,866
1883,30817,0,15427,0,1271
1884,16604,0,5375,11,1050
1885,36049,1,18754,0,0
1886,16170,1,6616,21,1827
1887,10810,0,6905,16,317
1888,26984,0,11231,10,0
1889,35125,0,8609,11,1338
1890,33379,0,0,16,0
1891,30702,0,9637,22,886
